Local time in Portalegre,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.04.2017 21:00,"14,8","713,2","765,1","0,9",68,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"8,8",,,,,,
13.04.2017 20:00,"15,9","712,8","764,5","0,6",66,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
13.04.2017 19:00,"17,4","712,4","763,8","0,1",57,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
13.04.2017 18:00,"20,3","712,3","763,1","-0,3",55,Wind blowing from the west-northwest,5,,,,,,,,"24,7",,,,,,,"10,8",No precipitation,12,,,,
13.04.2017 17:00,"21,9","712,2","762,8","-0,5",42,Wind blowing from the west,4,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
13.04.2017 16:00,"22,5","712,3","762,8","-0,6",43,Wind blowing from the west,4,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
13.04.2017 15:00,"22,5","712,6","763,1","-0,6",41,Wind blowing from the west,4,,,,,,,,,,,,,,,"8,5",,,,,,
13.04.2017 14:00,"22,0","712,7","763,3","-0,5",45,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
13.04.2017 13:00,"21,6","712,9","763,6","-0,2",43,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
13.04.2017 12:00,"20,9","713,2","764,1","0,2",54,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"11,1",No precipitation,6,,,,
13.04.2017 11:00,"20,3","713,2","764,2","0,3",52,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
13.04.2017 10:00,"20,5","713,1","764,1","0,6",52,Wind blowing from the west,1,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
13.04.2017 09:00,"17,6","713,0","764,5","1,0",59,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"9,4",,,,,,
13.04.2017 08:00,"17,3","712,9","764,5","1,1",50,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
13.04.2017 07:00,"16,4","712,5","764,0","0,7",48,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
13.04.2017 06:00,"17,8","712,0","763,5","-0,1",37,Wind blowing from the east,2,,,,,,,"15,7",,,,,,,,"2,8",No precipitation,12,,,,
13.04.2017 05:00,"19,0","711,8","762,9","-0,5",33,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
13.04.2017 04:00,"19,0","711,8","762,9","-0,8",34,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"2,6",No precipitation,1,,,,
13.04.2017 03:00,"17,8","712,1","763,3","-0,8",39,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"3,7",,,,,,
13.04.2017 02:00,"18,8","712,3","763,5","-0,7",35,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
13.04.2017 01:00,"20,7","712,6","763,5","-0,6",30,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
13.04.2017 00:00,"20,3","712,9","763,8","-0,1",33,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"3,3",No precipitation,6,,,,
12.04.2017 23:00,"20,6","713,0","763,9","0,4",33,Wind blowing from the north-northeast,4,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
12.04.2017 22:00,"21,1","713,2","763,9","0,9",32,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
12.04.2017 21:00,"21,6","713,0","763,7","0,7",31,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"3,6",,,,,,
12.04.2017 20:00,"21,2","712,6","763,4","0,2",34,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
12.04.2017 19:00,"22,2","712,3","762,8","-0,2",37,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
12.04.2017 18:00,"24,6","712,3","762,4","-0,4",29,Wind blowing from the west-northwest,2,,,,,,,,"27,3",,,,,,,"5,5",No precipitation,12,,,,
12.04.2017 17:00,"25,6","712,4","762,4","-0,6",27,Wind blowing from the west,3,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
12.04.2017 16:00,"26,1","712,5","762,4","-0,8",27,Wind blowing from the west,3,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
12.04.2017 15:00,"26,3","712,7","762,6","-0,9",25,Wind blowing from the south,2,,,,,,,,,,,,,,,"4,7",,,,,,
12.04.2017 14:00,"25,3","713,0","763,0","-1,0",23,Wind blowing from the south-southwest,3,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
12.04.2017 13:00,"26,1","713,3","763,2","-0,6",20,Wind blowing from the south,2,,,,,,,,,,,,,,,"1,6",No precipitation,1,,,,
12.04.2017 12:00,"24,1","713,6","763,9","-0,2",35,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"7,6",No precipitation,6,,,,
12.04.2017 11:00,"23,2","714,0","764,5","0,5",35,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
12.04.2017 10:00,"22,7","713,9","764,5","0,5",42,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
12.04.2017 09:00,"21,7","713,8","764,5","0,7",38,"Calm, no wind",0,,,,,,,,,,,,,,,"6,9",,,,,,
12.04.2017 08:00,"21,6","713,5","764,3","0,7",34,Wind blowing from the north-northeast,3,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
12.04.2017 07:00,"20,0","713,4","764,5","0,6",34,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
12.04.2017 06:00,"19,6","713,1","764,2","0,0",32,Wind blowing from the north,2,,,,,,,"19,1",,,,,,,,"2,6",No precipitation,12,,,,
12.04.2017 05:00,"20,0","712,8","763,8","-0,4",33,Wind blowing from the north,3,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
12.04.2017 04:00,"20,3","712,8","763,7","-0,7",31,Wind blowing from the north,3,,,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
12.04.2017 03:00,"20,2","713,1","764,1","-0,8",30,Wind blowing from the north,4,,,,,,,,,,,,,,,"2,0",,,,,,
12.04.2017 02:00,"20,3","713,2","764,2","-0,9",34,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
12.04.2017 01:00,"20,0","713,5","764,5","-0,7",32,Wind blowing from the north,4,,,,,,,,,,,,,,,"2,6",No precipitation,1,,,,
12.04.2017 00:00,"20,3","713,9","764,9","-0,4",35,Wind blowing from the north,4,,,,,,,,,,,,,,,"4,4",No precipitation,6,,,,
11.04.2017 23:00,"19,3","714,1","765,2","0,2",30,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"1,2",No precipitation,1,,,,
11.04.2017 22:00,"21,4","714,2","765,1","0,5",22,Wind blowing from the west,1,,,,,,,,,,,,,,,"-1,1",No precipitation,1,,,,
11.04.2017 21:00,"21,0","714,3","765,2","0,6",25,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"0,3",,,,,,
11.04.2017 20:00,"20,9","713,9","764,8","0,2",24,Wind blowing from the south,1,,,,,,,,,,,,,,,"-0,3",No precipitation,1,,,,
11.04.2017 19:00,"22,1","713,7","764,3","-0,1",28,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
11.04.2017 18:00,"24,3","713,7","763,9","-0,6",29,Wind blowing from the south-west,2,,,,,,,,"26,8",,,,,,,"5,1",No precipitation,12,,,,
11.04.2017 17:00,"25,4","713,7","763,7","-1,2",28,Wind blowing from the west,3,,,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
11.04.2017 16:00,"26,5","713,8","763,9","-1,5",28,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
11.04.2017 15:00,"25,7","714,3","764,4","-1,3",29,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"6,5",,,,,,
11.04.2017 14:00,"25,4","714,9","765,0","-1,0",28,Wind blowing from the south,2,,,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
11.04.2017 13:00,"24,1","715,3","765,6","-0,6",30,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
11.04.2017 12:00,"23,5","715,6","766,2","0,2",34,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"6,7",No precipitation,6,,,,
11.04.2017 11:00,"21,4","715,9","766,7","0,8",40,Wind blowing from the west,2,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
11.04.2017 10:00,"20,8","715,9","766,9","1,1",43,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
11.04.2017 09:00,"19,5","715,4","766,6","1,0",38,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"4,9",,,,,,
11.04.2017 08:00,"18,2","715,1","766,6","1,0",40,"Calm, no wind",0,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
11.04.2017 07:00,"16,7","714,8","766,6","0,7",37,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"1,7",No precipitation,1,,,,
11.04.2017 06:00,"19,7","714,4","765,5","0,2",22,Wind blowing from the north-east,4,,,,,,,"19,1",,,,,,,,"-2,7",No precipitation,12,,,,
11.04.2017 05:00,"19,7","714,1","765,2","-0,2",24,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"-1,4",No precipitation,1,,,,
11.04.2017 04:00,"19,6","714,1","765,2","-0,6",27,Wind blowing from the north-east,4,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
11.04.2017 03:00,"19,4","714,2","765,4","-0,5",29,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"0,8",,,,,,
11.04.2017 02:00,"19,9","714,3","765,4","-0,6",26,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
11.04.2017 01:00,"19,5","714,7","765,8","-0,2",28,Wind blowing from the north-east,4,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
11.04.2017 00:00,"19,8","714,7","765,7","0,0",33,Wind blowing from the north-east,4,,,,,,,,,,,,,,,"3,1",No precipitation,6,,,,
